Distancing measure, Percent Distancing, Percent Infected, Death time
53844
55881
56353
57660
58387
58793
59040
60077
61411
LIGHT, 1, 0.1, 2:
55180
58343
66408
70120
LIGHT, 1, 0.1, 3:
23613
24601
24715
26807
28421
28516
28848
29844
30634
32092
32438
32586
32690
32882
33439
36748
37431
37777
38794
39356
40042
42126
42160
42403
42988
43007
46041
49004
49692
50443
52211
53458
53979
55008
56052
56402
56718
LIGHT, 1, 0.1, 4:
18753
21415
21832
23163
24317
25395
25632
25672
25867
26731
28159
28491
28851
29196
32051
32311
32591
34289
34382
34420
34740
36176
37449
37821
38663
40570
41415
42222
42767
44444
44911
44944
46584
50092
50424
LIGHT, 1, 0.1, 5:
21755
23003
23621
25057
25486
30470
31063
31469
31491
34331
35151
36237
37157
38101
38656
39976
40732
41857
43140
43426
43517
48003
50167
50577
51204
53250
53707
58952
62389
75016
82150
83063
LIGHT, 1, 0.1, 6:
17476
21811
22177
23199
23653
24024
25751
30296
32273
32522
32648
35096
36690
37990
39449
45121
46354
46555
46994
47610
52206
55194
55252
55949
57457
57986
62796
63618
64993
65204
66752
66805
67056
67905
67957
72027
LIGHT, 1, 0.1, 7:
19816
22679
23139
26248
26935
29734
37858
38916
44846
53198
57800
60691
61565
65196
67706
72519
73404
73622
74765
75838
76774
77249
77485
77578
80763
80885
81507
84422
85362
85490
89234
90315
91555
112523
117213
123004
123958
125930
131419
135385
LIGHT, 1, 0.1, 8:
21131
23188
24830
25527
34637
35319
43630
43820
44643
45791
45866
47087
54255
54571
54959
56399
56418
59562
66085
67903
69327
75306
79714
86163
89934
92744
LIGHT, 1, 0.1, 9:
24327
25116
25244
25882
26902
27203
27706
29073
29182
29350
29386
29613
30439
31681
32144
32200
32281
34255
34352
34568
35283
36085
36463
36760
37622
38029
38315
38883
39417
39778
40360
40613
42726
42917
43996
45763
48380
51865
55764
60908
LIGHT, 1, 0.2, 0:
11839
21092
21127
21241
21353
21959
22015
22898
23246
23469
23512
23744
24379
24436
24766
25154
25208
26208
LIGHT, 1, 0.2, 1:
18810
21757
22888
23346
24076
24135
24436
24677
24878
25037
25214
26733
26846
28152
30842
33458
33845
34132
34348
34440
34619
34742
35028
37755
38438
38846
40246
40672
41599
43523
43543
43665
48626
50975
51691
54091
54344
55581
56499
LIGHT, 1, 0.2, 2:
10097
18877
21380
21676
21945
22482
22990
23479
23601
24300
24413
25074
25315
25315
25461
25612
26335
26424
26978
27085
27752
31033
31925
32057
32565
32954
33115
34462
35542
36298
37975
38116
38403
38473
39166
LIGHT, 1, 0.2, 3:
16853
21158
21479
21538
21779
21921
22268
22624
22966
23313
24671
25164
25440
25641
26949
27059
29117
29822
30318
30974
32584
33502
33639
33727
33762
35746
37137
37778
38241
38773
39950
40302
40340
41675
42148
42662
42681
43938
44457
46619
48139
49771
50195
51319
LIGHT, 1, 0.2, 4:
2663
6121
17627
21179
21331
21540
21580
21800
22089
22637
23204
23327
23385
23524
24357
24623
24912
25810
25810
25974
28196
28318
30551
30657
32086
32963
34029
34030
36284
36770
37259
37260
37681
39934
40759
41462
41674
41848
43831
44548
LIGHT, 1, 0.2, 5:
9970
10857
16404
20396
21120
21138
22140
23104
23328
23475
23676
23676
23763
23821
24116
24223
24415
25331
25663
25773
26395
26413
26668
27012
27119
27262
27803
29622
29929
29963
30371
30439
31093
31997
32142
LIGHT, 1, 0.2, 6:
21703
22396
22450
23132
24948
25021
25571
25607
29131
29449
29872
30295
31459
31500
32012
32070
33793
34591
37406
38068
38326
39030
39478
39497
40212
42819
42895
42999
44740
44920
46375
46897
48900
49172
50273
50359
50451
LIGHT, 1, 0.2, 7:
7973
21400
21859
22127
22441
22645
23656
24328
24868
25983
26048
26180
26367
26640
27248
27503
28515
28682
29485
30523
30771
31700
31947
32035
32827
34297
35947
36866
37471
38165
38286
38593
40229
40229
LIGHT, 1, 0.2, 8:
21134
22413
22455
22642
23933
24644
25046
25047
25351
26139
26395
26470
27279
29107
30271
30272
30730
32593
32950
34094
34472
35275
35311
35933
35986
36958
38083
41191
42273
LIGHT, 1, 0.2, 9:
14797
20442
21333
21767
22629
22763
22831
24188
24810
26883
28839
29214
30680
35538
35573
35770
36623
37223
37257
37458
39185
39294
LIGHT, 1, 0.3, 0:
5726
6674
6714
21092
21582
21604
21953
22472
22972
23028
23246
23264
23299
23509
23885
23919
24009
24157
24544
24705
24723
24924
25825
26008
27761
28065
28497
28515
30396
LIGHT, 1, 0.3, 1:
21178
21484
21577
21597
21734
22376
22721
22820
22990
23006
23119
23200
23406
23532
23691
23692
23873
24297
24649
25125
25451
25504
25867
26871
27756
27932
28004
28058
29693
29780
29901
30647
30877
31989
32115
32743
37005
37409
39577
42591
43939
LIGHT, 1, 0.3, 2:
21401
21471
21723
22286
22641
23042
23530
23546
24510
24563
25077
25382
26534
27426
28353
28823
30862
32566
38652
38761
42023
43633
43721
43797
44241
45617
45798
45993
46984
47249
47999
48307
49025
51865
LIGHT, 1, 0.3, 3:
21072
21202
21714
22196
22309
22525
22597
22709
22866
22866
22938
23120
23137
23564
23678
23805
23805
23806
23824
24053
24090
24237
24436
24812
24868
24955
24995
25115
25207
25694
26542
26744
26956
26993
28494
LIGHT, 1, 0.3, 4:
11702
21181
21181
21377
21564
21728
22031
22498
23199
23787
24950
25111
26424
27106
27201
27220
27958
29506
32172
32357
32621
33857
34912
36500
37854
39956
40104
40430
41801
43434
43543
43613
43965
LIGHT, 1, 0.3, 5:
10458
21094
21153
21335
21853
22071
22740
22861
22931
22946
23059
23353
23494
25160
25742
26333
26410
26819
27905
28033
28478
28712
28732
28971
29868
29903
30117
30841
31401
32500
LIGHT, 1, 0.3, 6:
15228
21131
21229
21264
21320
21370
21441
22111
22321
22461
22784
22805
22932
22989
23202
23487
25020
25130
25623
25876
25912
26671
26691
26744
27836
27872
28470
28593
28701
29086
30405
30986
31225
31793
32259
32817
33327
LIGHT, 1, 0.3, 7:
21834
22033
22033
22258
22330
22575
23306
23634
23675
23676
23881
24139
24544
24579
24868
24946
25061
25119
25330
26232
26255
26451
27732
28308
29164
29521
29646
29826
30208
30969
32194
32605
33201
LIGHT, 1, 0.3, 8:
12720
21142
21369
21442
21970
22401
22718
22833
23151
23352
23478
23552
23624
23826
24212
24248
25092
25372
26097
27332
27966
29493
29656
30273
30503
32209
32520
33244
33263
33642
35743
35979
37969
41284
41806
43025
46486
47010
48324
LIGHT, 1, 0.3, 9:
21116
21448
21616
21767
22539
22882
23086
23087
23256
23439
23594
24658
24714
25024
25024
26272
26977
27158
27355
27850
28255
28505
28666
29607
30337
30481
30685
31270
31808
31894
31949
32442
32747
33540
35843
36434
37239
37526
40109
41093
43825
44147
45471
45731
LIGHT, 0.9, 0.02, 0:
21139
28736
29341
32580
36034
36179
40386
44230
44751
44790
45784
50284
51545
54216
55263
57667
57911
59117
63033
64034
64741
67517
70686
70874
74776
75231
76046
76874
79140
79375
81837
82193
84023
84544
87826
90067
90773
LIGHT, 0.9, 0.02, 1:
LIGHT, 0.9, 0.02, 2:
25472
27811
27990
30884
30885
45031
45489
47190
47967
48459
55646
57119
58786
60027
61204
61637
62339
62848
65051
65272
66597
67816
68774
70398
71232
73228
73528
74214
74758
75050
76441
76974
80604
81067
81618
LIGHT, 0.9, 0.02, 3:
LIGHT, 0.9, 0.02, 4:
LIGHT, 0.9, 0.02, 5:
35575
35781
45628
47161
49790
50582
51608
57381
59772
61386
62736
62930
63770
65235
65418
66229
66560
68082
69207
69222
70797
70995
71386
73093
75116
78434
78762
84661
85997
87811
89699
94356
95344
96868
102248
102943
103121
104548
107106
109503
113506
116072
120319
LIGHT, 0.9, 0.02, 6:
19126
22161
22600
33738
35308
35368
39580
39922
40270
40600
42611
43043
47276
47311
49485
50300
50581
51618
52498
53003
54092
55242
56781
57168
58128
59295
62581
63200
64498
64802
65400
66837
70208
70263
70437
73739
74228
76778
78708
LIGHT, 0.9, 0.02, 7:
36330
40845
42214
47406
50600
52754
53032
55500
58916
61204
65068
68094
72630
77220
LIGHT, 0.9, 0.02, 8:
LIGHT, 0.9, 0.02, 9:
LIGHT, 0.9, 0.06, 0:
LIGHT, 0.9, 0.06, 1:
19459
24753
30389
32901
33004
34152
34519
34793
35928
41837
42067
42324
42679
43603
47074
49980
50229
50436
51338
52589
53456
54272
56677
58190
59399
59461
60718
63291
63696
64956
67709
68837
69031
69571
69754
70784
76921
78552
78850
79339
LIGHT, 0.9, 0.06, 2:
21859
23018
23851
26265
29862
34175
34891
35536
35716
35756
36652
36696
37502
37943
38208
39959
40324
44005
44484
46187
46855
47090
47778
49213
49565
49604
49790
49816
51213
51255
51726
53303
53686
55968
56747
57182
61922
62009
62471
62476
63670
65801
LIGHT, 0.9, 0.06, 3:
13327
18658
23721
24467
27710
28783
35811
36361
36905
37358
37763
39741
39881
40523
41653
44018
44659
44958
46423
46801
47117
48244
48843
48956
50990
51561
52182
54968
55170
56167
59506
59557
60145
60768
61168
LIGHT, 0.9, 0.06, 4:
16144
22625
22949
23133
24564
26878
28098
28333
33668
33795
35286
36943
37238
38067
38941
39461
39586
39838
40784
42622
43777
44365
45649
45674
45675
45731
48437
48594
49065
50957
55113
57562
58784
59927
60343
61687
61925
LIGHT, 0.9, 0.06, 5:
21446
27685
30884
31044
31970
35379
35717
35986
36343
36385
41170
44571
44684
45057
48064
48336
49150
49674
51869
51991
52601
54424
56982
57189
58309
60015
63836
65401
66193
67609
71300
71548
72427
73709
74060
75078
75527
LIGHT, 0.9, 0.06, 6:
19204
23642
24050
24990
26581
26822
26931
27521
27659
31003
32041
33101
33942
34749
34991
36973
38279
38434
38532
39510
39646
39671
39711
40783
41009
41505
42119
42450
42982
43315
43531
43631
45829
46234
46624
47906
48960
49064
LIGHT, 0.9, 0.06, 7:
22575
25405
26253
27224
29860
32365
36438
37484
42181
42308
45347
46043
46238
47671
47907
50146
51804
53902
55412
56001
58239
61239
61410
62286
63679
64931
LIGHT, 0.9, 0.06, 8:
LIGHT, 0.9, 0.06, 9:
LIGHT, 0.9, 0.1, 0:
28278
28472
28875
30860
30990
33132
35992
36412
36563
38349
39064
39499
39771
40410
40933
43030
44558
46160
47331
47488
48863
49565
50998
51509
52154
52690
53148
54352
54992
56615
57388
57577
58984
60241
63673
63753
68586
LIGHT, 0.9, 0.1, 1:
11864
24178
24547
26616
27093
27380
27450
27663
27896
28234
29278
29671
31297
31645
32008
32291
33467
33621
35438
36646
39546
40912
43112
43858
43858
44093
44668
45260
47110
47334
47392
LIGHT, 0.9, 0.1, 2:
17241
21604
21880
23951
24947
25060
25660
26861
27656
28174
28403
30134
30484
31356
31428
31643
33799
34159
34220
34393
34800
35066
36339
36918
37297
37670
39598
43891
44774
45514
45515
45516
45597
LIGHT, 0.9, 0.1, 3:
22296
27705
28445
29471
29702
30033
30450
31566
32024
32600
33470
33524
33526
33572
33776
36426
37326
39293
39379
43623
44414
47491
49196
49572
49878
50476
50770
51903
53345
53788
57900
60922
61207
61798
62510
64871
65162
66808
68502
68715
LIGHT, 0.9, 0.1, 4:
21957
23034
23537
25569
25881
26088
26518
27774
30423
32946
33257
33426
34958
38299
38621
38781
39879
40313
40746
41137
41909
44851
45153
45284
45530
48541
49119
50988
51075
51591
54110
55588
57490
59577
60973
61768
LIGHT, 0.9, 0.1, 5:
22565
27282
27325
28644
28860
31026
31500
31600
33378
33517
33801
34016
34071
34799
35185
35186
35297
36301
LIGHT, 0.9, 0.1, 6:
8836
18327
22367
22880
25306
27597
32137
34884
37796
43452
43454
44963
48688
48885
51249
57415
59835
59936
60101
69690
75931
76336
79889
90223
91502
96943
98285
98303
108648
108946
109400
109907
LIGHT, 0.9, 0.1, 7:
6176
19260
22020
22928
24643
25073
26058
26835
27300
27301
27487
28263
28652
29016
30510
33432
33780
34780
35990
38008
39143
39440
43556
45183
45451
45500
46406
47004
49200
50546
50988
52058
53217
57185
58805
59287
59377
68861
68904
69279
LIGHT, 0.9, 0.1, 8:
19688
21373
22877
24127
24427
25364
26083
28114
28305
28332
32396
32533
32581
35494
35563
36187
36208
38315
38434
38805
40086
40140
40186
40551
41008
42148
42995
44391
45906
46043
47230
47667
48081
48758
49754
50669
53769
54996
56661
57800
LIGHT, 0.9, 0.1, 9:
22078
22644
22761
23075
23732
24518
34127
36336
36602
37385
37935
38477
40821
41464
42243
42444
43580
45215
46106
47000
47709
50127
54015
54405
54547
57173
57703
58850
60375
61085
62633
63839
64490
64995
66095
69245
70425
LIGHT, 0.9, 0.2, 0:
12583
18978
21159
22129
22524
22526
22736
22781
23607
24100
24855
25062
25182
25246
25504
25527
25877
26291
27626
28032
28203
28925
29121
29122
29219
29353
30509
31170
31683
33158
34688
34821
35033
35129
36245
38229
38374
40010
45356
LIGHT, 0.9, 0.2, 1:
21148
21150
22593
22826
24469
24959
25168
25446
25511
25795
26095
26280
29154
29753
30056
30420
31039
31329
31550
31552
32389
32735
34499
36386
39293
39608
39841
39971
41136
41810
42574
43958
44146
47656
47969
48037
48114
49193
51896
54068
55572
LIGHT, 0.9, 0.2, 2:
21077
21153
21486
22618
23821
25444
25446
25530
26333
26932
27777
29777
30091
30176
30251
31424
32406
32622
33821
34151
36599
37735
38285
38466
38578
38804
39839
40233
40445
40649
42348
43621
44790
46712
47556
49108
49282
50311
50615
LIGHT, 0.9, 0.2, 3:
3510
14666
21208
21309
21720
22256
22581
22642
23008
24071
24172
24535
24957
25378
25908
27312
28456
28762
29073
29097
29575
29594
29757
29975
30406
31479
31531
33101
33120
33715
34143
35162
36277
36944
37551
39665
39994
40255
LIGHT, 0.9, 0.2, 4:
10847
21137
21212
22579
22637
22971
23123
23626
24615
24914
25288
25500
26592
28130
28277
28466
28593
28908
29279
29436
30110
30426
31357
32261
32648
34275
35216
35427
36200
36620
37618
37781
37891
38052
38279
38281
39634
41397
41412
41538
42135
LIGHT, 0.9, 0.2, 5:
21207
21612
22659
23234
23491
23856
23995
24262
24283
24798
24966
25214
25591
26068
26696
26716
27003
27821
27943
28393
28525
28793
29546
30509
30816
31296
31358
31480
31786
32487
32589
33203
34063
34512
34811
35329
35963
36400
37134
37173
37174
LIGHT, 0.9, 0.2, 6:
21200
21513
22198
23265
23454
24011
24514
24739
24962
25080
26516
26631
26828
26893
27877
28148
28711
29781
29906
30124
30949
31936
32653
32853
34008
34841
36021
37249
37400
37863
39226
39246
39297
39826
40804
42741
43295
44798
46533
LIGHT, 0.9, 0.2, 7:
17923
18952
21138
22357
22395
23824
23947
24462
24552
24610
25885
25926
26061
26239
26313
26412
26604
28088
29853
30405
30538
30557
30860
31325
31657
31715
32503
32725
LIGHT, 0.9, 0.2, 8:
14979
17548
22323
23177
23458
23741
24006
24145
24504
24530
24649
24738
25053
25428
26178
26200
26714
27397
27398
27582
28178
29212
30493
30659
30884
31052
31314
31713
32069
32164
33626
33884
34032
34877
36369
36807
LIGHT, 0.9, 0.2, 9:
10484
21288
21991
22521
22735
23008
23427
23739
24316
25178
25179
25520
26536
27808
28017
30125
30462
30757
31004
31840
33635
33781
34026
34151
34343
34643
35346
35580
35597
35650
36719
36818
39163
39200
39222
40721
40882
41140
42588
43454
43738
43788
LIGHT, 0.9, 0.3, 0:
7564
21221
21830
21877
22077
23308
23441
23901
24270
24288
24419
24662
25341
25365
26262
26444
26586
27479
29321
29636
29967
30114
30194
30338
31041
31569
32139
32450
32853
33034
33207
33440
33506
34308
34954
35280
35338
35403
36022
36078
37829
38119
39104
39473
LIGHT, 0.9, 0.3, 1:
8355
21730
21863
22432
22768
24123
24653
24724
24952
25626
25675
25848
25922
26535
27044
27582
27695
29116
29269
29326
29747
30219
30322
30848
31384
32294
32618
33273
33532
33939
33999
34372
35123
35839
38046
39564
40459
41993
42378
43718
LIGHT, 0.9, 0.3, 2:
21129
22028
22278
22296
22335
22441
22442
22872
23284
23395
23413
23414
23577
23764
23872
24058
24222
24821
24845
24953
24970
25086
25122
25231
25289
25471
25517
25579
LIGHT, 0.9, 0.3, 3:
11968
14690
15045
21391
21469
21471
22440
22755
22794
22818
22843
23300
23392
23393
23679
23724
24219
24307
24516
24701
24901
25331
25367
25902
26155
26392
26411
26816
27022
27391
27888
29131
29363
29637
30237
31290
32456
32872
LIGHT, 0.9, 0.3, 4:
21397
21953
22743
22764
23132
23285
23573
23648
23648
23649
23832
23851
24140
24176
24403
24460
25598
25785
26174
27813
27934
27972
28158
28660
28792
29142
29386
29995
30862
31005
32575
34013
35146
35888
35930
LIGHT, 0.9, 0.3, 5:
6951
13032
19172
21064
21970
22583
22688
22788
23038
23065
23530
24152
24241
24319
24405
24462
24557
25093
26424
26906
26908
27608
28100
28288
28606
28629
32557
33295
33586
33601
34063
34836
LIGHT, 0.9, 0.3, 6:
9773
22321
22442
22483
22599
23093
23726
23892
23894
24032
24166
24734
25276
25311
25526
25694
25909
26327
26462
27738
28242
28265
28334
LIGHT, 0.9, 0.3, 7:
8518
11706
21325
21355
21380
21424
22294
22378
22440
22494
22698
22888
23016
23040
23126
23707
23820
24651
24954
25769
26127
26164
26545
26781
27400
27972
28509
28983
29332
29478
29498
29526
29605
29721
31032
31761
33556
33870
34087
34314
34673
35734
35810
35982
36236
36542
LIGHT, 0.9, 0.3, 8:
21275
21680
21723
21848
21906
23587
23699
24278
24278
24998
26151
26242
27083
27402
27589
29203
30000
31087
31263
31281
31391
31764
31893
32524
33487
34216
34304
34494
35158
36535
37051
37463
38677
40610
41235
41259
LIGHT, 0.9, 0.3, 9:
12110
21245
21299
21347
22653
22937
23539
23742
23826
24630
24693
25435
25743
25769
25830
26247
26338
26922
27840
28031
28173
28321
LIGHT, 0.8, 0.02, 0:
LIGHT, 0.8, 0.02, 1:
LIGHT, 0.8, 0.02, 2:
LIGHT, 0.8, 0.02, 3:
34627
35222
36395
38855
39573
41724
42740
44807
45722
48221
49493
52183
52804
54374
54457
58746
59109
60927
62280
64001
65165
67353
68909
69014
71154
72835
73350
74187
75483
77748
LIGHT, 0.8, 0.02, 4:
LIGHT, 0.8, 0.02, 5:
LIGHT, 0.8, 0.02, 6:
29746
36320
37127
37460
38272
41826
42278
42880
44894
47356
50473
51122
51544
51857
52697
53125
54693
54968
55894
56605
57075
57381
57496
57746
58604
61728
62787
65162
66743
69329
72037
75104
77380
77814
80638
LIGHT, 0.8, 0.02, 7:
LIGHT, 0.8, 0.02, 8:
10548
20289
21341
27693
28532
29014
34080
35129
37779
41438
42266
45919
46251
48624
49322
49398
49644
53537
61786
62169
62833
64915
65438
65731
67142
68614
69723
70148
72178
73310
73999
76221
78862
81858
83964
89093
LIGHT, 0.8, 0.02, 9:
LIGHT, 0.8, 0.06, 0:
LIGHT, 0.8, 0.06, 1:
19131
22707
22936
23757
24723
26992
30040
30147
30739
30857
31314
32133
33581
33977
36552
37560
38990
43054
44390
48201
49817
50059
50508
50738
51475
51569
51647
51721
52003
54379
55900
57688
58748
59206
60030
LIGHT, 0.8, 0.06, 2:
26192
31483
34576
34578
34777
38861
41174
42239
44130
45282
47368
49682
50122
50466
51154
51640
52984
54386
55768
56767
57126
59250
60219
60555
62420
63198
63237
63342
63461
65669
65904
66133
67031
68893
69055
70727
72551
72793
73303
74000
LIGHT, 0.8, 0.06, 3:
30041
34741
36155
37536
44375
50422
52113
53054
53143
57589
59342
60297
63118
64540
65586
68112
68559
70729
72239
72368
72848
73404
73687
74027
75894
76416
76616
77072
77097
78593
79818
79931
80280
81804
83286
83334
84201
84292
LIGHT, 0.8, 0.06, 4:
22007
24421
29802
32194
40240
41191
44363
44591
45635
46041
48196
53041
58790
59407
59575
61066
64611
65972
66176
66782
67392
67748
71813
71849
73489
75076
76900
78515
79605
80971
81017
81114
84439
85036
86433
90079
90677
91077
93949
95189
101230
104499
111699
114529
LIGHT, 0.8, 0.06, 5:
20950
21323
23929
30943
35308
37815
39209
39695
40801
40937
41619
43324
45935
46738
47148
47591
48239
48770
49025
49418
49580
50002
51420
51540
52346
52908
52924
53344
55130
55253
55777
55851
LIGHT, 0.8, 0.06, 6:
19352
19751
19783
26076
26473
26529
27096
27153
27646
27779
27940
28612
30788
31980
32296
32920
33617
34818
35097
35497
35498
36915
37298
39658
40089
40109
41274
41647
41863
42873
43784
44619
44928
46424
48428
50773
52838
54777
55088
LIGHT, 0.8, 0.06, 7:
25583
27251
28315
28447
28470
29745
33405
34391
36679
36681
36682
36793
37391
37532
37727
38338
38449
39666
39868
39931
40139
40848
40955
41841
42647
42713
42744
42890
43714
45208
45411
45482
45778
45980
46619
50172
LIGHT, 0.8, 0.06, 8:
19983
24215
24504
25760
25827
26259
30610
30992
34976
35343
36040
36878
38258
39308
39937
40490
40594
42686
42802
44598
45652
45824
46447
47522
50338
50674
50846
52977
54036
54868
55068
57371
59410
60752
LIGHT, 0.8, 0.06, 9:
LIGHT, 0.8, 0.1, 0:
15454
17459
18044
21651
22987
23152
23399
23685
24300
27341
27794
28270
28974
29272
30161
31508
32170
32510
32828
33485
33714
33976
35210
35926
36211
37028
37074
37321
37547
39254
40288
40530
43567
44433
45199
45461
LIGHT, 0.8, 0.1, 1:
23094
25265
25948
27673
28515
30584
31049
31111
32208
36001
36018
37219
38302
38580
38933
40345
43285
44431
45162
46355
47405
50719
52609
56858
61066
61281
65538
70266
71423
71554
77373
80242
81740
82211
83095
86225
91362
LIGHT, 0.8, 0.1, 2:
21963
22745
23700
24863
26036
28657
30237
30684
31033
31222
31445
31654
32812
33353
33732
34106
34363
34755
35049
36151
36197
36405
37427
37802
37986
38015
38093
38286
38418
38579
39394
39639
40063
41933
LIGHT, 0.8, 0.1, 3:
17256
29453
31875
32100
33156
33800
33844
34797
34984
35100
36431
37213
37516
37833
40887
42442
42606
43516
45252
45518
45636
46262
47924
50350
51292
51543
52999
54875
57734
57828
58845
59966
60391
62263
63294
65780
66479
66639
69831
71254
74196
LIGHT, 0.8, 0.1, 4:
13412
26325
26853
30877
34440
35376
37328
37937
38755
40061
40857
41252
41535
44643
44793
47175
47320
48015
48174
50069
50359
50362
50866
51217
52714
53735
53926
54482
55801
55822
56371
56395
56442
59904
62341
63407
63664
64426
LIGHT, 0.8, 0.1, 5:
22342
22360
22514
23641
23920
24233
24403
24610
24610
25881
26923
29288
29740
29842
31138
32033
32329
32416
32803
33243
33526
34864
35795
36367
37710
37730
40517
41691
43664
44088
44528
45535
46769
LIGHT, 0.8, 0.1, 6:
7079
22571
24127
